domain_accession,n_species,species_fraction,category,domain_name,description,clan_accession,clan_id
PF03501,20,1.0,core,S10_plectin,Plectin/S10 domain,CL0123,HTH
PF03493,20,1.0,core,BK_channel_a,Calcium-activated BK potassium channel alpha subunit,CL0582,TrkA_C
PF03484,20,1.0,core,B5,tRNA synthetase B5 domain,CL0123,HTH
PF03481,20,1.0,core,Sua5_C,"Threonylcarbamoyl-AMP synthase, C-terminal domain",CL0113,GT-B
PF03770,20,1.0,core,IPK,Inositol polyphosphate kinase ,CL0016,PKinase
PF03800,20,1.0,core,Nuf2,Nuf2 family,CL0188,CH
PF03962,20,1.0,core,Mnd1,Mnd1 HTH domain,CL0123,HTH
PF03801,20,1.0,core,Ndc80_HEC,HEC/Ndc80p family,CL0188,CH
PF03953,20,1.0,core,Tubulin_C,Tubulin C-terminal domain,CL0442,Tubulin_C
PF03952,20,1.0,core,Enolase_N,"Enolase, N-terminal domain",CL0227,Enolase_N
PF03950,20,1.0,core,tRNA-synt_1c_C,"tRNA synthetases class I (E and Q), anti-codon binding domain",CL0733,Ribosomal_L25
PF03947,20,1.0,core,Ribosomal_L2_C,"Ribosomal Proteins L2, C-terminal domain",CL0010,SH3
PF03946,20,1.0,core,Ribosomal_L11_N,"Ribosomal protein L11, N-terminal domain",,
PF03941,20,1.0,core,INCENP_ARK-bind,"Inner centromere protein, ARK binding region",,
PF03937,20,1.0,core,Sdh5,Flavinator of succinate dehydrogenase,,
PF03931,20,1.0,core,Skp1_POZ,"Skp1 family, tetramerisation domain",CL0033,POZ
PF03919,20,1.0,core,mRNA_cap_C,"mRNA capping enzyme, C-terminal domain",CL0021,OB
PF03917,20,1.0,core,GSH_synth_ATP,"Eukaryotic glutathione synthase, ATP binding domain",CL0063,NADP_Rossmann
PF03914,20,1.0,core,CBF,CBF/Mak21 family,CL0020,TPR
PF03909,20,1.0,core,BSD,BSD domain  ,,
PF03900,20,1.0,core,Porphobil_deamC,"Porphobilinogen deaminase, C-terminal domain",,
PF03876,20,1.0,core,SHS2_Rpb7-N,SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397,CL0319,SHS2
PF03874,20,1.0,core,RNA_pol_Rpb4,RNA polymerase Rpb4,CL0426,HRDC-like
PF03871,20,1.0,core,RNA_pol_Rpb5_N,"RNA polymerase Rpb5, N-terminal domain",CL0236,PDDEXK
PF03870,20,1.0,core,RNA_pol_Rpb8,RNA polymerase Rpb8,CL0021,OB
PF03853,20,1.0,core,YjeF_N,YjeF-related protein N-terminus,CL0063,NADP_Rossmann
PF03850,20,1.0,core,Tfb4,Transcription factor Tfb4,CL0128,vWA-like
PF03849,20,1.0,core,Tfb2,Transcription factor Tfb2,,
PF03839,20,1.0,core,Sec62,Translocation protein Sec62,,
PF03834,20,1.0,core,Rad10,Binding domain of DNA repair protein Ercc1 (rad10/Swi10),CL0236,PDDEXK
PF03815,20,1.0,core,LCCL,LCCL domain,CL0513,LCCL-domain
PF03810,20,1.0,core,IBN_N,Importin-beta N-terminal domain,CL0020,TPR
PF03805,20,1.0,core,CLAG,Cytoadherence-linked asexual protein,,
PF04408,20,1.0,core,WHD_HA2,"Helicase associated domain (HA2), winged-helix",CL0123,HTH
PF04424,20,1.0,core,MINDY_DUB,MINDY deubiquitinase,CL0125,Peptidase_CA
PF05958,20,1.0,core,tRNA_U5-meth_tr,tRNA (Uracil-5-)-methyltransferase,CL0063,NADP_Rossmann
PF05277,20,1.0,core,DUF726,Protein of unknown function (DUF726),CL0028,AB_hydrolase
PF05221,20,1.0,core,AdoHcyase,S-adenosyl-L-homocysteine hydrolase,CL0063,NADP_Rossmann
PF05207,20,1.0,core,Zn_ribbon_CSL,CSL zinc finger,CL0167,Zn_Beta_Ribbon
PF05193,20,1.0,core,Peptidase_M16_C,Peptidase M16 inactive domain,CL0094,Peptidase_ME
PF05192,20,1.0,core,MutS_III,MutS domain III,,
PF05190,20,1.0,core,MutS_IV,MutS family domain IV,,
PF05186,20,1.0,core,Dpy-30,Dpy-30 motif,CL0068,RIIa
PF05185,20,1.0,core,PRMT5,PRMT5 arginine-N-methyltransferase,CL0063,NADP_Rossmann
PF05182,20,1.0,core,Fip1,Fip1 motif,,
PF05180,20,1.0,core,zf-DNL,DNL zinc finger,,
PF05179,20,1.0,core,CDC73_C,"RNA pol II accessory factor, Cdc73 family, C-terminal",CL0023,P-loop_NTPase
PF05175,20,1.0,core,MTS,Methyltransferase small domain,CL0063,NADP_Rossmann
PF05148,20,1.0,core,Methyltransf_8,Hypothetical methyltransferase,CL0063,NADP_Rossmann
PF05147,20,1.0,core,LANC_like,Lanthionine synthetase C-like protein,CL0059,6_Hairpin
PF05132,20,1.0,core,RNA_pol_Rpc4,RNA polymerase III RPC4,CL0662,Triple_barrel
PF05129,20,1.0,core,Zn_ribbon_Elf1,Transcription elongation factor Elf1 like,CL0167,Zn_Beta_Ribbon
PF05096,20,1.0,core,Glu_cyclase_2,Glutamine cyclotransferase,CL0186,Beta_propeller
PF05093,20,1.0,core,CIAPIN1,"Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis",,
PF05091,20,1.0,core,eIF-3_zeta,Eukaryotic translation initiation factor 3 subunit 7 (eIF-3),CL0236,PDDEXK
PF05026,20,1.0,core,DCP2,"Dcp2, box A domain",,
PF05024,20,1.0,core,Gpi1,N-acetylglucosaminyl transferase component (Gpi1),,
PF05021,20,1.0,core,NPL4,NPL4 family,CL0366,JAB
PF05019,20,1.0,core,Coq4,Coenzyme Q (ubiquinone) biosynthesis protein Coq4,,
PF05018,20,1.0,core,CFA20_dom,CFA20 domain,CL0202,GBD
PF05007,20,1.0,core,Mannosyl_trans,Mannosyltransferase (PIG-M),CL0111,GT-C
PF05002,20,1.0,core,SGS,SGS domain ,,
PF05222,20,1.0,core,AlaDh_PNT_N,"Alanine dehydrogenase/PNT, N-terminal domain",CL0063,NADP_Rossmann
PF05282,20,1.0,core,AAR2,AAR2 C-terminal repeat region,CL0020,TPR
PF04998,20,1.0,core,RNA_pol_Rpb1_5,"RNA polymerase Rpb1, domain 5",,
PF05291,20,1.0,core,Bystin,Bystin,CL0020,TPR
PF05916,20,1.0,core,Sld5,GINS complex protein helical bundle domain,,
PF05907,20,1.0,core,CXXC_Zn-b_euk,"CXXC motif containing zinc binding protein, eukaryotic",,
PF05903,20,1.0,core,Peptidase_C97,PPPDE putative peptidase domain,CL0125,Peptidase_CA
PF05890,20,1.0,core,Ebp2,Eukaryotic rRNA processing protein EBP2,,
PF05889,20,1.0,core,SepSecS,"O-phosphoseryl-tRNA(Sec) selenium transferase, SepSecS",CL0061,PLP_aminotran
PF05879,20,1.0,core,RHD3_GTPase,Root hair defective 3 GTP-binding protein (RHD3) GTPase domain,CL0023,P-loop_NTPase
PF05843,20,1.0,core,Suf,Suppressor of forked protein (Suf),CL0020,TPR
PF05833,20,1.0,core,NFACT_N,NFACT N-terminal and middle domains,CL0303,H2TH
PF05811,20,1.0,core,DUF842,Eukaryotic protein of unknown function (DUF842),,
PF05786,20,1.0,core,Cnd2,Condensin complex subunit 2,,
PF05783,20,1.0,core,DLIC,Dynein light intermediate chain (DLIC),CL0023,P-loop_NTPase
PF05773,20,1.0,core,RWD,RWD domain,CL0208,UBC
PF00005,20,1.0,core,ABC_tran,ABC transporter,CL0023,P-loop_NTPase
PF05700,20,1.0,core,BCAS2,Breast carcinoma amplified sequence 2 (BCAS2),,
PF05683,20,1.0,core,Fumerase_C,Fumarase C-terminus,,
PF05681,20,1.0,core,Fumerase,Fumarate hydratase (Fumerase),,
PF05670,20,1.0,core,NFACT-R_1,NFACT protein RNA binding domain,CL0684,NFACT_RNA-bind
PF05669,20,1.0,core,Med31,SOH1,,
PF05653,20,1.0,core,Mg_trans_NIPA,Magnesium transporter NIPA,CL0184,DMT
PF05602,20,1.0,core,CLPTM1,Cleft lip and palate transmembrane protein 1 (CLPTM1),,
PF05542,20,1.0,core,DUF760,Protein of unknown function (DUF760),,
PF05517,20,1.0,core,p25-alpha,p25-alpha ,CL0220,EF_hand
PF05470,20,1.0,core,eIF-3c_N,Eukaryotic translation initiation factor 3 subunit 8 N-terminus,CL0020,TPR
PF05348,20,1.0,core,UMP1,Proteasome maturation factor UMP1,,
PF05346,20,1.0,core,DUF747,Eukaryotic membrane protein family,,
PF05000,20,1.0,core,RNA_pol_Rpb1_4,"RNA polymerase Rpb1, domain 4",,
PF04997,20,1.0,core,RNA_pol_Rpb1_1,"RNA polymerase Rpb1, domain 1",,
PF04427,20,1.0,core,Brix,Brix domain,CL0458,IIaaRS-ABD
PF04729,20,1.0,core,ASF1_hist_chap,ASF1 like histone chaperone,CL0159,E-set
PF04683,20,1.0,core,Rpn13_ADRM1_Pru,"Proteasome complex subunit Rpn13, Pru domain",CL0266,PH
PF04679,20,1.0,core,DNA_ligase_A_C,ATP dependent DNA ligase C terminal region        ,CL0021,OB
PF04677,20,1.0,core,CwfJ_C_1,Protein similar to CwfJ C-terminal,CL0265,HIT
PF04675,20,1.0,core,DNA_ligase_A_N,DNA ligase N terminus,,
PF04658,20,1.0,core,TAFII55_N,TAFII55 protein conserved region,CL0662,Triple_barrel
PF04641,20,1.0,core,Rtf2,Rtf2 RING-finger,CL0229,RING
PF04628,20,1.0,core,Sedlin_N,Sedlin,CL0431,PF
PF04603,20,1.0,core,Mog1,Ran-interacting Mog1 protein,CL0619,Mog1p_PsbP
PF04597,20,1.0,core,Ribophorin_I,Ribophorin I,CL0672,p35
PF04573,20,1.0,core,SPC22,Signal peptidase subunit,,
PF04567,20,1.0,core,RNA_pol_Rpb2_5,"RNA polymerase Rpb2, domain 5",,
PF04566,20,1.0,core,RNA_pol_Rpb2_4,"RNA polymerase Rpb2, domain 4",,
PF04565,20,1.0,core,RNA_pol_Rpb2_3,"RNA polymerase Rpb2, domain 3",,
PF04564,20,1.0,core,U-box,U-box domain,CL0229,RING
PF04563,20,1.0,core,RNA_pol_Rpb2_1,RNA polymerase beta subunit,,
PF04561,20,1.0,core,RNA_pol_Rpb2_2,"RNA polymerase Rpb2, domain 2",,
PF04560,20,1.0,core,RNA_pol_Rpb2_7,"RNA polymerase Rpb2, domain 7",,
PF04551,20,1.0,core,GcpE,GcpE TIM-barrel domain,CL0036,TIM_barrel
PF04515,20,1.0,core,Choline_transpo,Plasma-membrane choline transporter,CL0880,SLC44-like
PF04511,20,1.0,core,DER1,Der1-like family,CL0207,Rhomboid-like
PF04502,20,1.0,core,Saf4_Yju2,Saf4/Yju2 protein ,,
PF04452,20,1.0,core,Methyltrans_RNA,RNA methyltransferase domain,CL0098,SPOUT
PF04446,20,1.0,core,Thg1,tRNAHis guanylyltransferase,,
PF04442,20,1.0,core,CtaG_Cox11,Cytochrome c oxidase assembly protein CtaG/Cox11,,
PF04438,20,1.0,core,zf-HIT,HIT zinc finger,CL0175,TRASH
PF04712,20,1.0,core,Radial_spoke,Radial spokehead-like protein,,
PF04733,20,1.0,core,Coatomer_E,Coatomer epsilon subunit,CL0020,TPR
PF04992,20,1.0,core,RNA_pol_Rpb1_6,"RNA polymerase Rpb1, domain 6",,
PF04777,20,1.0,core,Evr1_Alr,Erv1 / Alr family,,
PF04990,20,1.0,core,RNA_pol_Rpb1_7,"RNA polymerase Rpb1, domain 7",,
PF04983,20,1.0,core,RNA_pol_Rpb1_3,"RNA polymerase Rpb1, domain 3",,
PF04981,20,1.0,core,NMD3,"NMD3, second domain",CL0342,TolB_N
PF04979,20,1.0,core,IPP-2,Protein phosphatase inhibitor 2 (IPP-2),,
PF04969,20,1.0,core,CS,CS domain,CL0190,HSP20
PF04950,20,1.0,core,RIBIOP_C,40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal,CL0866,ALR_C-like
PF04939,20,1.0,core,RRS1,Ribosome biogenesis regulatory protein (RRS1),,
PF04934,20,1.0,core,Med6,MED6 mediator sub complex component,,
PF04928,20,1.0,core,PAP_central,Poly(A) polymerase central domain,,
PF04926,20,1.0,core,PAP_RNA-bind,Poly(A) polymerase predicted RNA binding domain,,
PF04912,20,1.0,core,Dynamitin,Dynamitin ,,
PF04910,20,1.0,core,Tcf25,Transcriptional repressor TCF25,CL0020,TPR
PF04900,20,1.0,core,Fcf1,Fcf1,CL0280,PIN
PF04898,20,1.0,core,Glu_syn_central,Glutamate synthase central domain,CL0036,TIM_barrel
PF04889,20,1.0,core,Cwf_Cwc_15,Cwf15/Cwc15 cell cycle control protein,,
PF04857,20,1.0,core,CAF1,CAF1 family ribonuclease,CL0219,RNase_H
PF04851,20,1.0,core,ResIII,"Type III restriction enzyme, res subunit",CL0023,P-loop_NTPase
PF04841,20,1.0,core,Vps16_N,"Vps16, N-terminal region",CL0186,Beta_propeller
PF04840,20,1.0,core,Vps16_C,"Vps16, C-terminal region",CL0020,TPR
PF04825,20,1.0,core,Rad21_Rec8_N,N terminus of Rad21 / Rec8 like protein,,
PF04818,20,1.0,core,CID,CID domain,CL0020,TPR
PF04815,20,1.0,core,Sec23_helical,Sec23/Sec24 helical domain,,
PF04811,20,1.0,core,Sec23_trunk,Sec23/Sec24 trunk domain,CL0128,vWA-like
PF04810,20,1.0,core,zf-Sec23_Sec24,Sec23/Sec24 zinc finger,CL0167,Zn_Beta_Ribbon
PF04801,20,1.0,core,RPC5,RPC5 protein,CL0662,Triple_barrel
PF10453,20,1.0,core,NUFIP1,FMR1-interacting protein 1 (NUFIP1),,
PF10502,20,1.0,core,Peptidase_S26,"Signal peptidase, peptidase S26 ",CL0299,Peptidase_SF
PF03467,20,1.0,core,Smg4_UPF3,Smg-4/UPF3 family,CL0221,RRM
PF20974,20,1.0,core,tRNA-synt_1c_C2,"tRNA synthetases class I (E and Q), anti-codon binding domain",CL0733,Ribosomal_L25
PF20725,20,1.0,core,DUF6832,Domain of unknown function (DUF6832),,
PF20724,20,1.0,core,DUF6831,Domain of unknown function (DUF6831),,
PF20716,20,1.0,core,ATPTG10,ATPTG10-like,,
PF20715,20,1.0,core,DUF6827,Domain of unknown function (DUF6827),,
PF20511,20,1.0,core,PMI_typeI_cat,"Phosphomannose isomerase type I, catalytic domain",CL0029,Cupin
PF20416,20,1.0,core,UTP20,U3 small nucleolar RNA-associated protein 20 domain,CL0020,TPR
PF19303,20,1.0,core,Anticodon_3,Anticodon binding domain of methionyl tRNA ligase,CL0258,DALR
PF19302,20,1.0,core,DUF5915,Domain of unknown function (DUF5915),,
PF19045,20,1.0,core,Ligase_CoA_2,Ligase-CoA domain,CL0506,Succ_CoA_synth
PF19026,20,1.0,core,UBA_HYPK,HYPK UBA domain,CL0214,UBA
PF18829,20,1.0,core,Importin_rep_6,Importin repeat 6,CL0020,TPR
PF18808,20,1.0,core,Importin_rep_4,Importin repeat,CL0020,TPR
PF18787,20,1.0,core,CRM1_repeat_3,CRM1 / Exportin repeat 3,CL0020,TPR
PF18784,20,1.0,core,CRM1_repeat_2,CRM1 / Exportin repeat 2,,
PF18731,20,1.0,core,HEPN_Swt1,Swt1-like HEPN,CL0291,KNTase_C
PF18680,20,1.0,core,SPECT1,Plasmodium host cell traversal SPECT1,,
PF18659,20,1.0,core,CelTOS,Cell-traversal protein for ookinetes and sporozoites,,
PF18638,20,1.0,core,CyRPA,Cysteine-Rich Protective Antigen 6 bladed domain,CL0186,Beta_propeller
PF18591,20,1.0,core,IMP2_C,Immune Mapped Protein 2 (IMP2) C-terminal domain,,
PF18590,20,1.0,core,IMP2_N,Immune Mapped Protein 2 (IMP2) N-terminal domain,,
PF18513,20,1.0,core,Pro_sub2,Prodomain subtilisin 2,CL0570,PPP-I
PF18265,20,1.0,core,Nas2_N,Nas2 N_terminal domain,,
PF18263,20,1.0,core,WHD_MCM6,MCM6 C-terminal winged-helix domain,CL0123,HTH
PF18262,20,1.0,core,PhetRS_B1,Phe-tRNA synthetase beta subunit B1 domain,CL0123,HTH
PF18253,20,1.0,core,HipN,Hsp70-interacting protein N N-terminal domain,,
PF20750,20,1.0,core,PAP_NTPase,Poly(A) polymerase nucleotidyltransferase domain,CL0260,NTP_transf
PF20981,20,1.0,core,AAR2_1st,AAR2 N-terminal domain,,
PF18199,20,1.0,core,Dynein_C,Dynein heavy chain C-terminal domain,,
PF21010,20,1.0,core,HA2_C,"Helicase associated domain (HA2), ratchet-like",,
PF21972,20,1.0,core,Arc1p_N_like,Nuclear-export cofactor Arc1p ,CL0497,GST_C
PF21960,20,1.0,core,RCF1-5-like_lid,"RCF1/5-like, AAA+ ATPase lid domain",CL0671,AAA_lid
PF21948,20,1.0,core,LplA-B_cat,Lipoyl protein ligase A/B catalytic domain,CL0040,tRNA_synt_II
PF21884,20,1.0,core,ZUO1-like_ZHD,"Zuotin-like, zuotin homology domain",,
PF21800,20,1.0,core,KH_KRR1_2nd,"KRR1 small subunit processome component, second KH domain",CL0007,KH
PF21711,20,1.0,core,DCTN5,Dynactin subunit 5,CL0536,HEXAPEP
PF21639,20,1.0,core,ORC5_lid,"ORC5, lid domain",CL0671,AAA_lid
PF21550,20,1.0,core,MTIP_N,"Myosin A tail domain interacting protein, N-terminal",CL0220,EF_hand
PF21505,20,1.0,core,RPN2_N,"26S proteasome subunit RPN2, N-terminal domain",CL0020,TPR
PF21485,20,1.0,core,IF5A-like_N,"Translation initiation factor 5A-like, N-terminal",CL0010,SH3
PF21369,20,1.0,core,STL11_N,"STL11, N-terminal",CL0229,RING
PF21357,20,1.0,core,EIF3E_C,"Eukaryotic translation initiation factor 3 subunit E, C-terminal",,
PF21266,20,1.0,core,S1_RRP4,"RRP4, S1 domain",CL0021,OB
PF21262,20,1.0,core,RRP40_S1,"Exosome complex component RRP40, S1 domain",CL0021,OB
PF21245,20,1.0,core,PI4KB-PIK1_PIK,"PI4KB/PIK1, accessory (PIK) domain",CL0020,TPR
PF21238,20,1.0,core,Pus10_C,"Pus10, C-terminal",CL0649,PseudoU_synth
PF21236,20,1.0,core,OB_PRS7,"26S proteasome regulatory subunit 7, OB domain",CL0021,OB
PF21203,20,1.0,core,ECM10,ER membrane protein complex subunit 10,,
PF21188,20,1.0,core,BRR2_plug,Pre-mRNA-splicing helicase BRR2 plug domain,,
PF21180,20,1.0,core,TOP6A-Spo11_Toprim,"Topoisomerase 6 subunit A/Spo11, Toprim domain",CL0413,Toprim-like
PF21143,20,1.0,core,Aquarius_N_2nd,"Intron-binding protein aquarius, beta-barrel",CL0866,ALR_C-like
PF21103,20,1.0,core,PH1_SSRP1-like,SSRP1 PH domain,CL0266,PH
PF21032,20,1.0,core,PROPPIN,PROPPIN,CL0186,Beta_propeller
PF21023,20,1.0,core,DENR_N,"DENR, N-terminal",,
PF21018,20,1.0,core,BipA_C,TypA/BipA C-terminal domain,,
PF18213,20,1.0,core,SUB1_ProdP9,SUB1 protease Prodomain ProdP9,CL0570,PPP-I
PF18198,20,1.0,core,AAA_lid_11,Dynein heavy chain AAA lid domain,CL0671,AAA_lid
PF22042,20,1.0,core,EF-G_D2,Elongation factor G domain 2,CL0866,ALR_C-like
PF17781,20,1.0,core,RPN1_RPN2_N,RPN1 N-terminal domain,CL0020,TPR
PF17772,20,1.0,core,zf-MYST,MYST family zinc finger domain,CL0361,C2H2-zf
PF17767,20,1.0,core,NAPRTase_N,Nicotinate phosphoribosyltransferase (NAPRTase) N-terminal domain,CL0105,Hybrid
PF17759,20,1.0,core,tRNA_synthFbeta,Phenylalanyl tRNA synthetase beta chain CLM domain,CL0040,tRNA_synt_II
PF17682,20,1.0,core,Tau95_N,Tau95 Triple barrel domain,,
PF17681,20,1.0,core,GCP_N_terminal,Gamma tubulin complex component N-terminal,CL0540,GCP
PF17432,20,1.0,core,DUF3458_C,Domain of unknown function (DUF3458_C) ARM repeats,CL0020,TPR
PF17404,20,1.0,core,Nrap_D3,Nrap protein domain 3,,
PF17286,20,1.0,core,PRMT5_C,PRMT5 oligomerisation domain,CL0799,PRMT_C
PF17285,20,1.0,core,PRMT5_TIM,PRMT5 TIM barrel domain,CL0036,TIM_barrel
PF17284,20,1.0,core,Spermine_synt_N,Spermidine synthase tetramerisation domain,,
PF17207,20,1.0,core,MCM_OB,MCM OB domain,CL0021,OB
PF17175,20,1.0,core,MOLO1,Modulator of levamisole receptor-1,CL0063,NADP_Rossmann
PF17146,20,1.0,core,PIN_6,PIN domain of ribonuclease,CL0280,PIN
PF17144,20,1.0,core,Ribosomal_L5e,"Ribosomal large subunit proteins 60S L5, and 50S L18",CL0267,S11_L18p
PF17136,20,1.0,core,ribosomal_L24,"Large ribosomal subunit protein uL24, C-terminal domain",CL0010,SH3
PF17135,20,1.0,core,Ribosomal_L18,Ribosomal protein 60S L18 and 50S L18e,CL0588,Ribos_L15p_L18e
PF16906,20,1.0,core,Ribosomal_L26,"Ribosomal proteins L26 eukaryotic, L24P archaeal",CL0010,SH3
PF16901,20,1.0,core,DAO_C,C-terminal domain of alpha-glycerophosphate oxidase,CL0667,Fer2_BFD
PF16900,20,1.0,core,REPA_OB_2,Replication protein A OB domain,CL0021,OB
PF16898,20,1.0,core,TOPRIM_C,C-terminal associated domain of TOPRIM,,
PF16897,20,1.0,core,MMR_HSR1_Xtn,C-terminal region of MMR_HSR1 domain,,
PF16891,20,1.0,core,STPPase_N,Serine-threonine protein phosphatase N-terminal domain,,
PF16886,20,1.0,core,ATP-synt_ab_Xtn,ATPsynthase alpha/beta subunit barrel-sandwich domain,CL0105,Hybrid
PF16881,20,1.0,core,LIAS_N,N-terminal domain of lipoyl synthase of Radical_SAM family,,
PF16870,20,1.0,core,OxoGdeHyase_C,2-oxoglutarate dehydrogenase C-terminal,CL0591,TKC_like
PF17777,20,1.0,core,RL10P_insert,Insertion domain in 60S ribosomal protein L10P,,
PF17785,20,1.0,core,PUA_3,PUA-like domain,CL0178,PUA
PF18161,20,1.0,core,ISP1_C,ISP1 C-terminal,CL0266,PH
PF17800,20,1.0,core,NPL,Nucleoplasmin-like domain,CL0055,Nucleoplasmin
PF18150,20,1.0,core,DUF5600,Domain of unknown function (DUF5600),,
PF18149,20,1.0,core,Helicase_PWI,N-terminal helicase PWI domain,,
PF18141,20,1.0,core,UPF1_1B_dom,"RNA helicase UPF1, 1B domain",CL0866,ALR_C-like
PF18086,20,1.0,core,PPIP5K2_N,Diphosphoinositol pentakisphosphate kinase 2 N-terminal domain,CL0063,NADP_Rossmann
PF18055,20,1.0,core,RPN6_N,26S proteasome regulatory subunit RPN6 N-terminal domain,CL0020,TPR
PF18051,20,1.0,core,RPN1_C,26S proteasome non-ATPase regulatory subunit RPN1 C-terminal,,
PF18018,20,1.0,core,DNA_pol_D_N,DNA polymerase delta subunit OB-fold domain,CL0021,OB
PF18004,20,1.0,core,RPN2_C,26S proteasome regulatory subunit RPN2 C-terminal domain,,
PF17958,20,1.0,core,EF-hand_13,EF-hand domain,CL0220,EF_hand
PF17956,20,1.0,core,NAPRTase_C,Nicotinate phosphoribosyltransferase C-terminal domain,,
PF17903,20,1.0,core,KH_KRR1_1st,Krr1 KH1 domain,CL0007,KH
PF17900,20,1.0,core,Peptidase_M1_N,Peptidase M1 N-terminal domain,CL0672,p35
PF17871,20,1.0,core,AAA_lid_9,AAA lid domain,CL0671,AAA_lid
PF17862,20,1.0,core,AAA_lid_3,AAA+ lid domain,CL0671,AAA_lid
PF17857,20,1.0,core,AAA_lid_1,AAA+ lid domain,CL0671,AAA_lid
PF17856,20,1.0,core,TIP49_C,TIP49 AAA-lid domain,CL0671,AAA_lid
PF17855,20,1.0,core,MCM_lid,MCM AAA-lid domain,CL0671,AAA_lid
PF17852,20,1.0,core,Dynein_AAA_lid,Dynein heavy chain AAA lid domain,,
PF17849,20,1.0,core,OB_Dis3,Dis3-like cold-shock domain 2 (CSD2),CL0021,OB
PF17846,20,1.0,core,XRN_M,Xrn1 helical domain,,
PF17835,20,1.0,core,NOG1_N,NOG1 N-terminal helical domain,CL0669,NOG1_N
PF17833,20,1.0,core,pre-PUA_NIP7,"NIP7/UPF0113, pre-PUA domain",CL0668,Pre-PUA
PF17832,20,1.0,core,Pre-PUA,Pre-PUA-like domain,CL0668,Pre-PUA
PF17830,20,1.0,core,STI1-HOP_DP,"STI1/HOP, DP domain",,
PF17814,20,1.0,core,LisH_TPL,LisH-like dimerisation domain,CL0561,LisH
PF22037,20,1.0,core,PSD13_N,PSD13 N-terminal repeats,CL0020,TPR
PF22099,20,1.0,core,MRS2-like,Magnesium transporter MRS2-like,CL0788,CorA-like
PF16835,20,1.0,core,SF3A2,Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11),,
PF25463,20,1.0,core,DUF7899,Domain of unknown function (DUF7899),CL0186,Beta_propeller
PF25430,20,1.0,core,DDX23,DDX23-like domain,,
PF25426,20,1.0,core,AAA_lid_BCS1,"Mitochondrial chaperone BCS1-like, ATPase lid domain",CL0671,AAA_lid
PF25361,20,1.0,core,AAA_lid_RFC1,"RFC1-like, AAA+ ATPase lid domain",CL0671,AAA_lid
PF25304,20,1.0,core,WHD_eIF2D,eIF2D winged helix domain,CL0123,HTH
PF25299,20,1.0,core,ZZ_ADA2,ADA2 ZZ-type zing finger,CL0229,RING
PF25173,20,1.0,core,Beta-prop_WDR3_1st,WDR3 first beta-propeller domain,CL0186,Beta_propeller
PF25172,20,1.0,core,Beta-prop_WDR3_2nd,WDR3 second beta-propeller domain,CL0186,Beta_propeller
PF25133,20,1.0,core,TYW2_N_2,TYW2 N-terminal domain,,
PF25121,20,1.0,core,RRM_ESF1,ESF1 RRM domain,CL0221,RRM
PF25095,20,1.0,core,C2H2-zf_KIN17,KIN17 C2H2-type zinc finger domain,CL0361,C2H2-zf
PF25087,20,1.0,core,GMPPB_C,GMPPB C-terminal domain,CL0536,HEXAPEP
PF25084,20,1.0,core,LbH_EIF2B,EIF2B subunit epsilon LbH domain,CL0536,HEXAPEP
PF24882,20,1.0,core,WHD_ORC2,ORC2 WHD,CL0123,HTH
PF24842,20,1.0,core,UFD1_N2,"Ubiquitin fusion degradation protein UFD1, N-terminal subdomain 2",CL0402,Cdc48_2-like
PF24824,20,1.0,core,PH_SPT16,FACT complex subunit SPT16 PH-like domain,CL0266,PH
PF24805,20,1.0,core,EIF3I,EIF3I,CL0186,Beta_propeller
PF24681,20,1.0,core,Kelch_KLHDC2_KLHL20_DRC7,KLHDC2/KLHL20/DRC7 Kelch-repeats domain,CL0186,Beta_propeller
PF24667,20,1.0,core,MORN_DRC7,Dynein regulatory complex subunit 7 MORN domain,CL0251,MORN
PF24656,20,1.0,core,CEPT76_peptidase,CEP76 peptidase-like domain,CL0125,Peptidase_CA
PF24648,20,1.0,core,DUF7641,Domain of unknown function (DUF7641),,
PF24641,20,1.0,core,KH_DEAH11_2nd,DEAH11 eukaryotic type KH-domain,CL0007,KH
PF24640,20,1.0,core,DUF7635,Domain of unknown function (DUF7635),CL0186,Beta_propeller
PF24639,20,1.0,core,DUF7634,Domain of unknown function (DUF7634),CL0159,E-set
PF24634,20,1.0,core,DUF7631,Domain of unknown function (DUF7631),CL0607,TNF_receptor
PF24633,20,1.0,core,DUF7630,Domain of unknown function (DUF7630),CL0607,TNF_receptor
PF25432,20,1.0,core,FF_PRPF40A,"PRPF40A-like, FF domain",CL0584,FF
PF25476,20,1.0,core,Ribosomal_L19e_C,"Ribosomal protein L19e, C-terminal domain",,
PF24631,20,1.0,core,DUF7628,Domain of unknown function (DUF7628),CL0159,E-set
PF25563,20,1.0,core,TPR_SYVN1_N,"E3 ubiquitin-protein ligase synoviolin-like, TPR repeats",CL0020,TPR
PF27828,20,1.0,core,DPROP,Deconstructed propeller,,
PF27720,20,1.0,core,SSNA1,Microtubule nucleation factor SSNA1,,
PF27710,20,1.0,core,TRM10_TRM10A,tRNA (guanine(9)-N(1))-methyltransferase TRM10/TRM10A,CL0098,SPOUT
