domain_accession,n_proteins,n_instances,n_species,n_clades,n_reviewed_carriers,species_list,n_unreviewed_carriers,reviewed_fraction,pct_of_proteome,instances_per_carrier,domain_name,description,clan_accession,clan_id
PF02493,210,210,20,7,1,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,209,0.0048,0.164,1.0,MORN,MORN repeat,CL0251,MORN
PF14733,208,208,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,208,0.0,0.162,1.0,ACDC,AP2-coincident C-terminal,,
PF04969,193,193,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,193,0.0,0.151,1.0,CS,CS domain,CL0190,HSP20
PF09717,193,193,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,193,0.0,0.151,1.0,CPW_WPC,Plasmodium falciparum domain of unknown function (CPW_WPC),,
PF01399,191,191,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,191,0.0,0.149,1.0,PCI,PCI domain,CL0123,HTH
PF01602,189,189,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,189,0.0,0.148,1.0,Adaptin_N,Adaptin N terminal region,CL0020,TPR
PF00443,188,188,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,188,0.0,0.147,1.0,UCH,Ubiquitin carboxyl-terminal hydrolase,CL0125,Peptidase_CA
PF00664,188,188,20,7,2,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,186,0.0106,0.147,1.0,ABC_membrane,ABC transporter transmembrane region,CL0241,ABC_membrane
PF15447,185,185,3,2,0,Plasmodium falciparum; Plasmodium gaboni; Plasmodium reichenowi,185,0.0,0.144,1.0,NTS,N-terminal segments of PfEMP1,,
PF00026,183,183,20,7,14,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,169,0.0765,0.143,1.0,Asp,Eukaryotic aspartyl protease,CL0129,Peptidase_AA
PF00679,179,179,20,7,4,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,175,0.0223,0.14,1.0,EFG_C,Elongation factor G C-terminus,CL0437,EF-G_C
PF17855,178,178,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,178,0.0,0.139,1.0,MCM_lid,MCM AAA-lid domain,CL0671,AAA_lid
PF00493,178,178,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,178,0.0,0.139,1.0,MCM,MCM P-loop domain,CL0023,P-loop_NTPase
PF01694,176,176,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,176,0.0,0.137,1.0,Rhomboid,Rhomboid domain,CL0207,Rhomboid-like
PF13087,174,174,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,174,0.0,0.136,1.0,AAA_12,AAA domain,CL0023,P-loop_NTPase
PF00899,173,173,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,173,0.0,0.135,1.0,ThiF,ThiF family,CL0063,NADP_Rossmann
PF13181,172,172,20,7,1,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,171,0.0058,0.134,1.0,TPR_8,Tetratricopeptide repeat,CL0020,TPR
PF00125,171,171,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,171,0.0,0.133,1.0,Histone,Core histone H2A/H2B/H3/H4 domain,CL0012,Histone
PF17207,170,170,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,170,0.0,0.133,1.0,MCM_OB,MCM OB domain,CL0021,OB
PF00025,168,168,20,7,1,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,167,0.006,0.131,1.0,Arf,ADP-ribosylation factor family,CL0023,P-loop_NTPase
PF03144,165,165,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,165,0.0,0.129,1.0,GTP_EFTU_D2,Elongation factor Tu domain 2,CL0866,ALR_C-like
PF18562,165,165,2,2,0,Plasmodium falciparum; Plasmodium reichenowi,165,0.0,0.129,1.0,CIDR1_gamma,Cysteine-Rich Interdomain Region 1 gamma,,
PF00856,160,160,20,7,2,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,158,0.0125,0.125,1.0,SET,SET domain,CL0489,SAF
PF00122,158,158,20,7,1,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,157,0.0063,0.123,1.0,E1-E2_ATPase,P-type ATPase actuator domain,,
PF07992,156,156,20,7,2,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,154,0.0128,0.122,1.0,Pyr_redox_2,Pyridine nucleotide-disulphide oxidoreductase,CL0063,NADP_Rossmann
PF00557,154,154,20,7,2,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,152,0.013,0.12,1.0,Peptidase_M24,Metallopeptidase family M24,,
PF13540,153,153,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,153,0.0,0.119,1.0,RCC1_2,Regulator of chromosome condensation (RCC1) repeat,CL0186,Beta_propeller
PF00501,153,153,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,153,0.0,0.119,1.0,AMP-binding,AMP-binding enzyme,CL0378,ANL
PF12799,151,151,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,151,0.0,0.118,1.0,LRR_4,Leucine Rich repeats (2 copies),CL0022,LRR
PF13086,149,149,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,149,0.0,0.116,1.0,AAA_11,AAA domain,CL0023,P-loop_NTPase
PF26188,148,148,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,148,0.0,0.116,1.0,RESC6,RNA-editing substrate-binding complex 6 protein,CL0020,TPR
PF10584,148,148,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,148,0.0,0.116,1.0,Proteasome_A_N,Proteasome subunit A N-terminal signature,CL0052,NTN
PF01217,146,146,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,146,0.0,0.114,1.0,Clat_adaptor_s,Clathrin adaptor complex small chain,CL0431,PF
PF00583,145,145,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,145,0.0,0.113,1.0,Acetyltransf_1,Acetyltransferase (GNAT) family,CL0257,Acetyltrans
PF18198,140,140,20,7,2,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,138,0.0143,0.109,1.0,AAA_lid_11,Dynein heavy chain AAA lid domain,CL0671,AAA_lid
PF18199,139,139,20,7,2,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,137,0.0144,0.108,1.0,Dynein_C,Dynein heavy chain C-terminal domain,,
PF00063,136,136,20,7,3,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,133,0.0221,0.106,1.0,Myosin_head,Myosin head (motor domain),CL0023,P-loop_NTPase
PF13246,136,136,20,7,1,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,135,0.0074,0.106,1.0,Cation_ATPase,"P-type ATPase, cytoplasmic domain N",CL0137,HAD
PF00133,135,135,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,135,0.0,0.105,1.0,tRNA-synt_1,"tRNA synthetases class I (I, L, M and V)",CL0039,HUP
PF12948,135,135,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,135,0.0,0.105,1.0,MSP7_C,MSP7-like protein C-terminal domain,,
PF00152,133,133,20,7,0,Plasmodium berghei; Plasmodium brasilianum; Plasmodium chabaudi; Plasmodium coatneyi; Plasmodium cynomolgi; Plasmodium falciparum; Plasmodium fragile; Plasmodium gaboni; Plasmodium gallinaceum; Plasmodium gonderi; Plasmodium inui; Plasmodium knowlesi; Plasmodium malariae; Plasmodium ovale; Plasmodium ovale wallikeri; Plasmodium reichenowi; Plasmodium relictum; Plasmodium vinckei petteri; Plasmodium vivax; Plasmodium yoelii,133,0.0,0.104,1.0,tRNA-synt_2,"tRNA synthetases class II (D, K and N) ",CL0040,tRNA_synt_II
