domain_a,domain_b,n_AB,n_A,n_B,N,expected_AB,jaccard,lift,pmi_log2,fisher_p,obligate_pair,same_clan,clan_a,clan_b,q_value,significant_q05,headline_eligible,name_a,name_b
PF00310,PF01493,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0052,,1.3601661362487265e-86,True,False,GATase_2,GXGXG
PF00310,PF01645,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0052,CL0036,1.3601661362487265e-86,True,False,GATase_2,Glu_synthase
PF00310,PF04898,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0052,CL0036,1.3601661362487265e-86,True,False,GATase_2,Glu_syn_central
PF00310,PF14691,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0052,CL0344,1.3601661362487265e-86,True,False,GATase_2,Fer4_20
PF01493,PF01645,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,,CL0036,1.3601661362487265e-86,True,False,GXGXG,Glu_synthase
PF01493,PF04898,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,,CL0036,1.3601661362487265e-86,True,False,GXGXG,Glu_syn_central
PF01493,PF14691,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,,CL0344,1.3601661362487265e-86,True,False,GXGXG,Fer4_20
PF01645,PF04898,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,True,CL0036,CL0036,1.3601661362487265e-86,True,False,Glu_synthase,Glu_syn_central
PF01645,PF14691,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0036,CL0344,1.3601661362487265e-86,True,False,Glu_synthase,Fer4_20
PF04898,PF14691,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0036,CL0344,1.3601661362487265e-86,True,False,Glu_syn_central,Fer4_20
PF00900,PF16121,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0021,,1.3601661362487265e-86,True,False,Ribosomal_S4e,40S_S4_C
PF14204,PF17144,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,,CL0267,1.3601661362487265e-86,True,False,Ribosomal_L18_c,Ribosomal_L5e
PF01853,PF11717,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0257,CL0010,1.3601661362487265e-86,True,False,MOZ_SAS,Tudor-knot
PF01853,PF17772,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0257,CL0361,1.3601661362487265e-86,True,False,MOZ_SAS,zf-MYST
PF11717,PF17772,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0010,CL0361,1.3601661362487265e-86,True,False,Tudor-knot,zf-MYST
PF06741,PF14438,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,,CL0986,1.3601661362487265e-86,True,False,LsmAD,SM-ATX
PF00317,PF02867,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,,CL0339,1.3601661362487265e-86,True,False,Ribonuc_red_lgN,Ribonuc_red_lgC
PF00317,PF03477,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,,,1.3601661362487265e-86,True,False,Ribonuc_red_lgN,ATP-cone
PF02867,PF03477,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0339,,1.3601661362487265e-86,True,False,Ribonuc_red_lgC,ATP-cone
PF13380,PF13549,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0063,CL0179,1.3601661362487265e-86,True,False,CoA_binding_2,ATP-grasp_5
PF13380,PF13607,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0063,CL0506,1.3601661362487265e-86,True,False,CoA_binding_2,Succ_CoA_lig
PF13380,PF19045,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0063,CL0506,1.3601661362487265e-86,True,False,CoA_binding_2,Ligase_CoA_2
PF13549,PF13607,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0179,CL0506,1.3601661362487265e-86,True,False,ATP-grasp_5,Succ_CoA_lig
PF13549,PF19045,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0179,CL0506,1.3601661362487265e-86,True,False,ATP-grasp_5,Ligase_CoA_2
PF13607,PF19045,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,True,CL0506,CL0506,1.3601661362487265e-86,True,False,Succ_CoA_lig,Ligase_CoA_2
PF03531,PF21103,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,True,CL0266,CL0266,1.3601661362487265e-86,True,False,SSrecog,PH1_SSRP1-like
PF04037,PF04046,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,,,1.3601661362487265e-86,True,False,DUF382,PSP
PF01321,PF16188,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0356,,1.3601661362487265e-86,True,False,Creatinase_N,Peptidase_M24_C
PF01321,PF16189,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,True,CL0356,CL0356,1.3601661362487265e-86,True,False,Creatinase_N,Creatinase_N_2
PF16188,PF16189,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,,CL0356,1.3601661362487265e-86,True,False,Peptidase_M24_C,Creatinase_N_2
PF25172,PF25173,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,True,CL0186,CL0186,1.3601661362487265e-86,True,False,Beta-prop_WDR3_2nd,Beta-prop_WDR3_1st
PF00565,PF00567,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,True,CL0010,CL0010,1.3601661362487265e-86,True,False,SNase,TUDOR
PF01262,PF02233,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,True,CL0063,CL0063,1.3601661362487265e-86,True,False,AlaDh_PNT_C,PNTB
PF01262,PF05222,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,True,CL0063,CL0063,1.3601661362487265e-86,True,False,AlaDh_PNT_C,AlaDh_PNT_N
PF01262,PF12769,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0063,,1.3601661362487265e-86,True,False,AlaDh_PNT_C,PNTB_4TM
PF02233,PF05222,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,True,CL0063,CL0063,1.3601661362487265e-86,True,False,PNTB,AlaDh_PNT_N
PF02233,PF12769,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0063,,1.3601661362487265e-86,True,False,PNTB,PNTB_4TM
PF05222,PF12769,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0063,,1.3601661362487265e-86,True,False,AlaDh_PNT_N,PNTB_4TM
PF05764,PF08265,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,,,1.3601661362487265e-86,True,False,YL1,YL1_C
PF08159,PF25121,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,,CL0221,1.3601661362487265e-86,True,False,NUC153,RRM_ESF1
PF04212,PF09336,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0745,CL0671,1.3601661362487265e-86,True,False,MIT,Vps4_C
PF01300,PF03481,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,,CL0113,1.3601661362487265e-86,True,False,Sua5_yciO_yrdC,Sua5_C
PF13085,PF13534,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0486,CL0344,1.3601661362487265e-86,True,False,Fer2_3,Fer4_17
PF00289,PF02785,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0063,CL0105,1.3601661362487265e-86,True,False,Biotin_carb_N,Biotin_carb_C
PF00185,PF02729,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0063,,1.3601661362487265e-86,True,False,OTCace,OTCace_N
PF03367,PF22794,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0167,,1.3601661362487265e-86,True,False,Zn_ribbon_ZPR1,jr-ZPR1
PF01331,PF03919,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0179,CL0021,1.3601661362487265e-86,True,False,mRNA_cap_enzyme,mRNA_cap_C
PF02670,PF08436,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0063,CL0139,1.3601661362487265e-86,True,False,DXP_reductoisom,DXP_redisom_C
PF02670,PF13288,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,True,CL0063,CL0063,1.3601661362487265e-86,True,False,DXP_reductoisom,DXPR_C
PF08436,PF13288,22,22,22,76215,0.006,1.0,3464.318,11.758,4.4380585951576675e-87,True,False,CL0139,CL0063,1.3601661362487265e-86,True,False,DXP_redisom_C,DXPR_C
PF27570,PF27589,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,,,9.109685106967216e-82,True,True,TOF-1-like_helical,PF3D7_0210200_C
PF27571,PF27589,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,,,9.109685106967216e-82,True,True,PF3D7_0210200_7th,PF3D7_0210200_C
PF27586,PF27589,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,,,9.109685106967216e-82,True,True,PF3D7_0210200_N,PF3D7_0210200_C
PF27587,PF27589,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,,,9.109685106967216e-82,True,True,PF3D7_0210200_HH,PF3D7_0210200_C
PF27588,PF27589,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,,,9.109685106967216e-82,True,True,PF3D7_0210200_6th,PF3D7_0210200_C
PF08767,PF18787,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,True,CL0020,CL0020,9.109685106967216e-82,True,False,CRM1_C,CRM1_repeat_3
PF18784,PF18787,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,,CL0020,9.109685106967216e-82,True,True,CRM1_repeat_2,CRM1_repeat_3
PF02775,PF02776,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,True,CL0254,CL0254,9.109685106967216e-82,True,False,TPP_enzyme_C,TPP_enzyme_N
PF12246,PF12247,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,,,9.109685106967216e-82,True,True,MKT1_C,MKT1_N
PF01280,PF25476,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,,,9.109685106967216e-82,True,True,Ribosomal_L19e,Ribosomal_L19e_C
PF04676,PF04677,21,21,22,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,,CL0265,9.109685106967216e-82,True,True,CwfJ_C_2,CwfJ_C_1
PF01545,PF16916,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,,CL0232,9.109685106967216e-82,True,True,Cation_efflux,ZT_dimer
PF00586,PF02769,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,CL0804,,9.109685106967216e-82,True,True,AIRS,AIRS_C
PF04104,PF26466,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,CL0242,,9.109685106967216e-82,True,True,DNA_primase_lrg,DNA_primase_lrg_N
PF00278,PF01536,21,21,22,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,CL0866,,9.109685106967216e-82,True,True,Orn_DAP_Arg_deC,SAM_decarbox
PF00278,PF02784,21,21,22,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,CL0866,CL0036,9.109685106967216e-82,True,True,Orn_DAP_Arg_deC,Orn_Arg_deC_N
PF01233,PF02799,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,True,CL0257,CL0257,9.109685106967216e-82,True,False,NMT,NMT_C
PF03531,PF17292,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,True,CL0266,CL0266,9.109685106967216e-82,True,False,SSrecog,POB3_N
PF17292,PF21103,21,21,22,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,True,CL0266,CL0266,9.109685106967216e-82,True,False,POB3_N,PH1_SSRP1-like
PF08752,PF16381,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,CL0159,CL0545,9.109685106967216e-82,True,True,COP-gamma_platf,Coatomer_g_Cpla
PF01134,PF13932,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,CL0063,CL0003,9.109685106967216e-82,True,True,GIDA,SAM_GIDA_C
PF12340,PF12359,21,21,22,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,,,9.109685106967216e-82,True,True,DUF3638,DUF3645
PF00393,PF03446,21,22,21,76215,0.006,0.9545,3464.318,11.758,3.381534365994436e-82,False,False,CL0106,CL0063,9.109685106967216e-82,True,True,6PGD,NAD_binding_2
PF00281,PF00673,20,20,22,76215,0.006,0.9091,3464.318,11.758,1.2882800550847296e-77,False,False,CL0652,,3.1357813559457885e-77,True,True,Ribosomal_L5,Ribosomal_L5_C
PF11835,PF13893,20,22,20,76215,0.006,0.9091,3464.318,11.758,1.2882800550847296e-77,False,True,CL0221,CL0221,3.1357813559457885e-77,True,False,RRM_8,RRM_5
PF00900,PF08071,20,22,20,76215,0.006,0.9091,3464.318,11.758,1.2882800550847296e-77,False,False,CL0021,,3.1357813559457885e-77,True,True,Ribosomal_S4e,RS4NT
PF08071,PF16121,20,20,22,76215,0.006,0.9091,3464.318,11.758,1.2882800550847296e-77,False,False,,,3.1357813559457885e-77,True,True,RS4NT,40S_S4_C
PF00809,PF01288,19,22,19,76215,0.005,0.8636,3464.318,11.758,3.2720595692412025e-73,False,False,CL0036,,7.076997411187401e-73,True,True,Pterin_bind,HPPK
PF10263,PF22934,19,22,19,76215,0.005,0.8636,3464.318,11.758,3.2720595692412025e-73,False,False,CL0126,,7.076997411187401e-73,True,True,SprT-like,SPRTN_ZBD
PF00763,PF02882,18,22,18,76215,0.005,0.8182,3464.318,11.758,6.233028074936798e-69,False,False,CL0603,CL0063,1.1945322158802927e-68,True,True,THF_DHG_CYH,THF_DHG_CYH_C
PF10396,PF12631,18,22,18,76215,0.005,0.8182,3464.318,11.758,6.233028074936798e-69,False,False,CL0289,,1.1945322158802927e-68,True,True,TrmE_N,MnmE_helical
PF13517,PF23122,18,18,22,76215,0.005,0.8182,3464.318,11.758,6.233028074936798e-69,False,False,CL0186,CL0154,1.1945322158802927e-68,True,True,FG-GAP_3,C2_ITFG1
PF05088,PF23147,18,18,22,76215,0.005,0.8182,3464.318,11.758,6.233028074936798e-69,False,False,CL0063,,1.1945322158802927e-68,True,True,Bac_GDH_CD,GDH2_N
PF05088,PF23152,18,18,22,76215,0.005,0.8182,3464.318,11.758,6.233028074936798e-69,False,False,CL0063,CL0070,1.1945322158802927e-68,True,True,Bac_GDH_CD,GDH_2nd
PF12002,PF14532,17,22,17,76215,0.005,0.7727,3464.318,11.758,9.498885465080681e-65,False,False,CL0604,CL0023,1.6645037724689992e-64,True,True,MgsA_C,Sigma54_activ_2
PF03439,PF23291,17,22,17,76215,0.005,0.7727,3464.318,11.758,9.498885465080681e-65,False,False,CL0439,CL0010,1.6645037724689992e-64,True,True,Spt5-NGN,KOW4_SPT5
PF23042,PF23291,17,22,17,76215,0.005,0.7727,3464.318,11.758,9.498885465080681e-65,False,True,CL0010,CL0010,1.6645037724689992e-64,True,False,KOW1_SPT5,KOW4_SPT5
PF05020,PF05021,16,16,22,76215,0.005,0.7273,3464.318,11.758,1.2063426225894718e-60,False,False,,CL0366,1.9327013022227094e-60,True,True,zf-NPL4,NPL4
PF05020,PF11543,16,16,22,76215,0.005,0.7273,3464.318,11.758,1.2063426225894718e-60,False,False,,CL0072,1.9327013022227094e-60,True,True,zf-NPL4,UN_NPL4
PF04652,PF18097,16,22,16,76215,0.005,0.7273,3464.318,11.758,1.2063426225894718e-60,False,False,,,1.9327013022227094e-60,True,True,Vta1,Vta1_C
PF06732,PF16589,15,22,15,76215,0.004,0.6818,3464.318,11.758,1.313190112018825e-56,False,False,,CL0459,1.9842014267430152e-56,True,True,Pescadillo_N,BRCT_2
PF01485,PF22191,13,22,13,76215,0.004,0.5909,3464.318,11.758,1.059063859988413e-48,False,True,CL0229,CL0229,1.4643129534451665e-48,True,False,IBR,IBR_1
PF00919,PF01938,13,22,13,76215,0.004,0.5909,3464.318,11.758,1.059063859988413e-48,False,False,CL0304,CL0021,1.4643129534451665e-48,True,True,UPF0004,TRAM
PF17404,PF17406,13,22,13,76215,0.004,0.5909,3464.318,11.758,1.059063859988413e-48,False,False,,,1.4643129534451665e-48,True,True,Nrap_D3,Nrap_D5
PF02516,PF21436,12,22,12,76215,0.003,0.5455,3464.318,11.758,8.070384332269704e-45,False,False,CL0111,CL0801,1.06992660937446e-44,True,True,STT3,STT3-PglB_core
PF08514,PF21581,12,22,12,76215,0.003,0.5455,3464.318,11.758,8.070384332269704e-45,False,True,CL0020,CL0020,1.06992660937446e-44,True,False,STAG,SCD
PF01137,PF05189,12,22,12,76215,0.003,0.5455,3464.318,11.758,8.070384332269704e-45,False,False,CL0290,,1.06992660937446e-44,True,True,RTC,RTC_insert
PF03439,PF23284,11,22,11,76215,0.003,0.5,3464.318,11.758,5.590868796875279e-41,False,False,CL0439,CL0010,7.203893922101423e-41,True,True,Spt5-NGN,KOW2_Spt5
PF23042,PF23284,11,22,11,76215,0.003,0.5,3464.318,11.758,5.590868796875279e-41,False,True,CL0010,CL0010,7.203893922101423e-41,True,False,KOW1_SPT5,KOW2_Spt5
PF04106,PF20638,10,22,10,76215,0.003,0.4545,3464.318,11.758,3.5504346388823367e-37,False,True,CL0072,CL0072,4.37732739679793e-37,True,False,ATG5_UblB,ATG5_UblA
PF01276,PF03711,8,22,8,76215,0.002,0.3636,3464.318,11.758,1.1329067535309611e-29,False,False,CL0061,,1.320416339373268e-29,True,True,OKR_DC_1,OKR_DC_1_C
PF17814,PF23410,8,22,8,76215,0.002,0.3636,3464.318,11.758,1.1329067535309611e-29,False,False,CL0561,CL0186,1.320416339373268e-29,True,True,LisH_TPL,Beta-prop_VPS8
PF04990,PF05001,7,22,7,76215,0.002,0.3182,3464.318,11.758,5.755770524872498e-26,False,False,,,6.517753608569156e-26,True,True,RNA_pol_Rpb1_7,RNA_pol_Rpb1_R
PF04992,PF05001,7,22,7,76215,0.002,0.3182,3464.318,11.758,5.755770524872498e-26,False,False,,,6.517753608569156e-26,True,True,RNA_pol_Rpb1_6,RNA_pol_Rpb1_R
PF14633,PF14635,7,7,22,76215,0.002,0.3182,3464.318,11.758,5.755770524872498e-26,False,False,CL0541,CL0198,6.517753608569156e-26,True,True,SH2_2,HHH_7
PF00569,PF12936,7,7,22,76215,0.002,0.3182,3464.318,11.758,5.755770524872498e-26,False,False,CL0229,,6.517753608569156e-26,True,True,ZZ,Kri1_C
PF01485,PF22605,6,22,6,76215,0.002,0.2727,3464.318,11.758,2.7415094745625515e-22,False,True,CL0229,CL0229,3.0164573724474585e-22,True,False,IBR,IBR_2
PF00205,PF02775,6,6,22,76215,0.002,0.2727,3464.318,11.758,2.7415094745625515e-22,False,False,CL0063,CL0254,3.0164573724474585e-22,True,True,TPP_enzyme_M,TPP_enzyme_C
PF03962,PF18517,6,22,6,76215,0.002,0.2727,3464.318,11.758,2.7415094745625515e-22,False,False,CL0123,,3.0164573724474585e-22,True,True,Mnd1,LZ3wCH
PF02637,PF02934,5,5,22,76215,0.001,0.2273,3464.318,11.758,1.229002570920071e-18,False,False,CL0279,CL0286,1.3140606584554995e-18,True,True,GatB_Yqey,GatB_N
PF11919,PF16507,5,22,5,76215,0.001,0.2273,3464.318,11.758,1.229002570920071e-18,False,False,,CL0020,1.3140606584554995e-18,True,True,PSME4_C,HEAT_PSME4_mid
PF06278,PF16858,5,5,22,76215,0.001,0.2273,3464.318,11.758,1.229002570920071e-18,False,False,,CL0123,1.3140606584554995e-18,True,True,CNDH2_N,CNDH2_C
PF21038,PF21039,20,21,21,76215,0.006,0.9091,3456.463,11.755,2.4594130003038847e-77,False,False,CL0202,CL0361,5.967229619327054e-77,True,True,CEP104_N,CEP104_ZnF
PF05131,PF26148,20,21,21,76215,0.006,0.9091,3456.463,11.755,2.4594130003038847e-77,False,False,CL0186,CL0229,5.967229619327054e-77,True,True,Pep3_Vps18,VPS18_RING_C
PF02714,PF14703,19,21,20,76215,0.006,0.8636,3447.821,11.751,8.92357630410286e-73,False,False,CL0416,CL0221,1.9028583837199622e-72,True,True,RSN1_7TM,PHM7_cyt
PF06978,PF22770,18,20,20,76215,0.005,0.8182,3429.675,11.744,3.0758868507348196e-68,False,False,,CL0740,5.865104146111482e-68,True,True,POP1_N,POP1_C
PF01648,PF02130,17,18,21,76215,0.005,0.7727,3427.659,11.743,3.885715033028873e-64,False,False,CL0670,CL0126,6.692801547219241e-64,True,True,ACPS,YbeY
PF01367,PF02739,23,23,23,76215,0.007,1.0,3313.696,11.694,1.3396945610308871e-90,True,False,CL0464,CL0280,6.299060762114171e-90,True,False,5_3_exonuc,5_3_exonuc_N
PF00733,PF13537,23,23,23,76215,0.007,1.0,3313.696,11.694,1.3396945610308871e-90,True,False,CL0039,CL0052,6.299060762114171e-90,True,False,Asn_synthase,GATase_7
PF03199,PF03917,23,23,23,76215,0.007,1.0,3313.696,11.694,1.3396945610308871e-90,True,True,CL0063,CL0063,6.299060762114171e-90,True,False,GSH_synthase,GSH_synth_ATP
PF02787,PF25596,23,23,23,76215,0.007,1.0,3313.696,11.694,1.3396945610308871e-90,True,False,CL0123,CL0063,6.299060762114171e-90,True,False,CPSase_L_D3,CPSase_L_D1
PF22365,PF22366,23,23,23,76215,0.007,1.0,3313.696,11.694,1.3396945610308871e-90,True,False,,,6.299060762114171e-90,True,False,PfNDH2_hel_ins,NDH2_C
PF00113,PF03952,23,23,23,76215,0.007,1.0,3313.696,11.694,1.3396945610308871e-90,True,False,CL0036,CL0227,6.299060762114171e-90,True,False,Enolase_C,Enolase_N
PF01379,PF03900,23,23,23,76215,0.007,1.0,3313.696,11.694,1.3396945610308871e-90,True,False,CL0177,,6.299060762114171e-90,True,False,Porphobil_deam,Porphobil_deamC
PF10357,PF25095,23,23,23,76215,0.007,1.0,3313.696,11.694,1.3396945610308871e-90,True,False,CL0123,CL0361,6.299060762114171e-90,True,False,WH_KIN17,C2H2-zf_KIN17
PF15901,PF15902,23,23,23,76215,0.007,1.0,3313.696,11.694,1.3396945610308871e-90,True,False,,CL0186,6.299060762114171e-90,True,False,Sortilin_C,Sortilin-Vps10
PF00479,PF01182,23,23,23,76215,0.007,1.0,3313.696,11.694,1.3396945610308871e-90,True,True,CL0063,CL0063,6.299060762114171e-90,True,False,G6PD_N,Glucosamine_iso
PF00479,PF02781,23,23,23,76215,0.007,1.0,3313.696,11.694,1.3396945610308871e-90,True,False,CL0063,CL0139,6.299060762114171e-90,True,False,G6PD_N,G6PD_C
PF01182,PF02781,23,23,23,76215,0.007,1.0,3313.696,11.694,1.3396945610308871e-90,True,False,CL0063,CL0139,6.299060762114171e-90,True,False,Glucosamine_iso,G6PD_C
PF18004,PF21505,23,23,23,76215,0.007,1.0,3313.696,11.694,1.3396945610308871e-90,True,False,,CL0020,6.299060762114171e-90,True,False,RPN2_C,RPN2_N
PF00206,PF08328,23,23,23,76215,0.007,1.0,3313.696,11.694,1.3396945610308871e-90,True,False,,,6.299060762114171e-90,True,False,Lyase_1,ASL_C
PF04571,PF08235,22,23,22,76215,0.007,0.9565,3313.696,11.694,1.0207534768862636e-85,False,False,,CL0137,3.000817017486996e-85,True,True,Lipin_N,LNS2
PF04571,PF16876,22,23,22,76215,0.007,0.9565,3313.696,11.694,1.0207534768862636e-85,False,False,,,3.000817017486996e-85,True,True,Lipin_N,Lipin_mid
PF13193,PF16177,22,23,22,76215,0.007,0.9565,3313.696,11.694,1.0207534768862636e-85,False,False,CL0531,CL0378,3.000817017486996e-85,True,True,AMP-binding_C,ACAS_N
PF25304,PF26292,22,23,22,76215,0.007,0.9565,3313.696,11.694,1.0207534768862636e-85,False,False,CL0123,CL0178,3.000817017486996e-85,True,True,WHD_eIF2D,PUA_elF2D
PF20724,PF20725,22,22,23,76215,0.007,0.9565,3313.696,11.694,1.0207534768862636e-85,False,False,,,3.000817017486996e-85,True,True,DUF6831,DUF6832
PF03483,PF03484,22,22,23,76215,0.007,0.9565,3313.696,11.694,1.0207534768862636e-85,False,False,CL0383,CL0123,3.000817017486996e-85,True,True,B3_4,B5
PF03484,PF18262,22,23,22,76215,0.007,0.9565,3313.696,11.694,1.0207534768862636e-85,False,True,CL0123,CL0123,3.000817017486996e-85,True,False,B5,PhetRS_B1
PF01564,PF17284,22,22,23,76215,0.007,0.9565,3313.696,11.694,1.0207534768862636e-85,False,False,CL0063,,3.000817017486996e-85,True,True,Spermine_synth,Spermine_synt_N
